,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins,Pred,Proba,Decile
1670,0,56,1,1,3.43,1,121.7,87,71.3,9.2,12.7,0,0.0040472588,5
1671,0,84,1,0,0.16,2,130.2,105,47.6,13.9,14.0,0,0.0022000682,3
1672,0,95,1,0,0.0,2,203.4,96,49.0,8.43,13.7,0,0.003416464,4
1673,0,16,1,0,0.0,5,174.7,83,54.0,14.04,10.5,0,0.009967009,6
1674,1,76,0,0,0.34,1,241.0,120,64.4,11.59,9.9,1,0.90859336,8
1675,0,93,1,0,0.21,0,141.7,95,45.1,11.05,10.2,0,0.0022383386,3
1676,0,83,1,0,0.0,2,134.8,96,38.0,8.36,7.7,0,0.0012895832,2
1677,0,123,1,0,0.0,1,163.1,119,49.0,12.47,9.0,0,0.0029280249,4
1678,0,64,1,0,0.31,1,145.5,116,48.1,11.42,8.9,0,0.00040118763,0
1679,1,82,1,0,0.0,0,329.8,73,74.0,10.42,10.6,1,0.9984652,9
1680,0,107,1,0,0.0,2,194.5,97,49.0,9.32,12.7,0,0.0053848075,5
1681,0,110,1,0,0.0,1,131.9,93,46.0,13.64,7.1,0,0.0015652156,3
1682,0,96,1,1,2.3,1,150.0,91,63.0,7.97,8.5,0,0.0006246923,1
1683,0,47,1,1,3.48,2,196.6,93,88.8,12.07,12.9,0,0.0002616951,0
1684,0,115,1,0,0.0,2,99.7,107,30.0,7.26,14.1,0,0.000839938,2
1685,0,69,1,0,0.27,3,143.6,88,39.7,7.09,10.8,0,0.0005862002,1
1686,0,163,1,1,3.32,2,231.9,56,91.2,10.59,12.3,0,0.00028587913,0
1687,0,90,1,0,0.0,3,37.8,80,20.0,7.77,14.2,0,0.0006613851,1
1688,0,98,1,0,0.0,3,72.8,107,29.0,9.32,10.5,0,0.0058283363,5
1689,0,90,1,1,3.08,1,94.8,89,65.8,10.96,11.4,0,0.0009887354,2
1690,0,174,1,1,3.35,1,221.8,143,89.5,10.53,12.4,0,0.0018343235,3
1691,1,95,1,0,0.0,2,269.0,120,66.0,11.69,7.3,1,0.9971762,9
1692,1,79,1,0,0.31,1,268.3,114,65.1,9.28,6.3,1,0.9832545,9
1693,0,123,1,1,3.38,1,198.7,127,88.8,12.45,12.5,0,0.0064839586,6
1694,1,99,1,0,0.0,7,115.5,75,39.0,10.91,11.5,1,0.994555,9
1695,0,114,1,0,0.0,2,202.1,100,51.0,9.79,13.3,0,0.00057702215,1
1696,0,141,1,0,0.0,1,215.6,113,54.0,10.03,12.4,0,0.00074420235,1
1697,0,132,1,0,0.0,1,169.9,107,47.0,10.47,11.5,0,0.050918277,8
1698,0,133,1,0,0.0,0,201.7,85,49.0,8.47,6.0,0,0.0027609605,4
1699,0,133,1,0,0.0,4,221.1,133,52.0,8.01,8.4,0,0.015249159,7
1700,0,93,1,1,2.54,2,218.7,117,72.4,5.75,9.4,0,0.0024765886,4
1701,1,34,1,0,0.29,2,293.7,89,76.9,13.63,11.0,1,0.97633946,9
1702,1,140,1,0,0.0,4,120.3,108,41.0,12.02,7.7,1,0.9450443,9
1703,0,96,1,1,3.0,2,175.8,96,78.0,10.33,11.1,0,0.020953605,7
1704,1,144,1,0,0.0,1,278.5,95,68.0,12.04,11.6,1,0.99645644,9
1705,0,24,1,1,1.94,3,236.3,105,76.4,9.54,7.2,0,0.0012146669,2
1706,0,54,1,0,0.0,1,273.8,113,57.0,5.98,11.7,0,0.005564038,5
1707,1,50,1,0,0.0,5,131.1,129,36.0,8.03,5.6,1,0.9909586,9
1708,0,92,1,1,3.02,4,167.4,83,81.2,12.93,11.2,0,0.22688328,8
1709,0,96,1,0,0.0,3,197.7,68,55.0,12.53,10.5,0,0.023272514,7
1710,0,146,1,0,0.0,2,169.5,93,49.0,11.55,9.0,0,0.0046732225,5
1711,0,138,0,1,3.16,0,225.2,116,85.6,8.67,11.7,0,0.010320669,6
1712,0,102,1,0,0.0,4,174.5,73,48.0,10.69,10.3,0,0.16490877,8
1713,1,76,1,0,0.36,5,129.7,84,41.6,8.88,7.5,1,0.991932,9
1714,0,99,1,0,0.0,3,200.0,66,44.0,5.4,11.4,0,0.0014681296,3
1715,0,83,1,1,3.59,0,95.9,87,74.9,13.08,13.3,0,0.007974185,6
1716,0,36,1,1,2.46,1,152.8,110,71.6,12.14,9.1,0,0.0003492173,0
1717,0,70,1,0,0.0,1,129.9,102,40.0,10.44,14.3,0,0.0016698899,3
1718,1,109,0,0,0.0,2,268.4,85,59.0,7.53,9.7,1,0.8941459,8
1719,0,100,1,0,0.0,2,188.5,152,45.0,7.42,15.2,0,0.01901635,7
1720,0,104,1,0,0.24,1,170.6,97,45.4,8.11,6.1,0,0.00036632858,0
1721,0,106,1,0,0.0,1,191.4,124,50.0,10.04,8.2,0,0.00064464053,1
1722,0,84,1,0,0.0,1,75.3,96,29.0,9.0,12.3,0,0.006123591,5
1723,0,80,1,0,0.4,2,149.8,123,53.0,13.82,10.9,0,0.0020735404,3
1724,0,100,1,0,0.0,1,115.9,87,30.0,5.57,7.1,0,0.0011483293,2
1725,0,99,1,0,0.0,2,128.8,86,40.0,10.2,14.1,0,0.017358365,7
1726,0,50,1,0,0.0,1,131.7,108,41.0,10.83,11.0,0,0.00029785253,0
1727,0,105,1,0,0.0,1,101.4,48,31.0,7.96,12.2,0,0.002310738,4
1728,0,113,1,1,2.57,4,149.0,104,71.7,11.79,9.5,0,0.029929193,7
1729,0,111,1,1,3.62,2,96.8,123,67.2,8.53,13.4,0,0.0011065439,2
1730,0,161,1,0,0.0,2,107.5,121,41.0,12.82,12.6,0,0.0006461466,1
1731,1,70,1,0,0.0,0,232.8,95,66.0,15.17,12.9,1,0.9615826,9
1732,0,97,1,1,2.24,3,121.1,105,65.4,13.01,8.3,0,0.0217488,7
1733,0,130,1,0,0.0,0,124.3,70,45.0,13.54,3.5,0,0.00023584082,0
1734,0,92,1,0,0.0,1,157.7,101,53.0,14.93,13.8,0,0.0021096177,3
1735,0,119,1,0,0.0,0,124.3,68,39.0,10.36,14.8,0,0.0046290765,5
1736,1,115,1,0,0.0,1,286.4,125,67.0,10.29,6.9,1,0.9964516,9
1737,0,134,1,0,0.0,0,141.7,95,42.0,10.28,8.8,0,0.0005931485,1
1738,0,127,1,1,1.3,0,173.0,91,64.0,12.29,4.8,0,0.0059340945,5
1739,1,80,1,0,0.0,2,268.7,120,72.0,15.05,5.8,1,0.99730456,9
1740,0,153,1,1,2.54,0,218.5,130,74.4,6.71,9.4,0,0.060667578,8
1741,0,85,1,0,0.0,3,255.3,114,60.0,9.73,3.7,0,0.0024545058,4
1742,0,79,1,0,0.0,1,41.9,124,26.0,10.55,11.4,0,0.002101679,3
1743,0,35,1,0,0.0,1,260.8,87,67.0,12.91,5.8,0,0.06985579,8
1744,0,120,1,1,2.08,0,239.4,94,83.8,12.97,7.7,0,0.0007315529,1
1745,0,68,1,0,0.33,0,226.7,94,56.3,8.42,10.2,0,0.02563808,7
1746,1,60,1,0,0.0,1,179.3,147,49.0,10.45,13.5,1,0.79861677,8
1747,0,120,1,0,0.0,1,158.0,110,44.0,9.85,10.0,0,0.0014803614,3
1748,0,71,1,1,3.81,1,175.7,82,90.1,12.95,14.1,0,0.07528329,8
1749,0,124,1,0,0.0,3,157.4,107,42.0,8.39,8.8,0,0.02396261,7
1750,1,23,1,0,0.0,1,113.1,74,34.0,8.44,6.9,0,0.00067410857,1
1751,0,225,1,0,0.0,1,182.7,142,53.0,12.33,8.8,0,0.007101009,6
1752,1,181,0,0,0.21,0,161.3,83,40.1,6.22,14.1,1,0.99379504,9
1753,0,63,1,0,0.0,2,142.5,92,42.0,10.42,7.5,0,0.00093129516,2
1754,1,54,0,0,0.38,2,190.5,108,58.8,12.99,9.7,0,0.031793017,7
1755,0,80,0,1,3.21,1,159.3,110,74.1,8.53,11.9,0,0.01456281,7
1756,0,118,0,1,2.48,1,153.8,106,61.8,6.17,9.2,0,0.022261439,7
1757,0,42,0,0,0.0,2,180.7,127,46.0,8.73,12.0,0,0.029500028,7
1758,0,134,1,0,0.0,0,202.7,105,54.0,11.25,12.1,0,0.0033091118,4
1759,0,66,1,1,2.4,0,190.8,100,79.0,13.07,8.9,0,0.006191646,5
1760,0,66,1,0,0.31,2,205.1,102,58.1,11.64,9.2,0,0.0005470792,1
1761,0,127,1,1,2.08,1,235.6,124,81.8,11.84,7.7,0,0.00079669466,1
1762,0,146,1,0,0.0,0,189.3,77,46.0,7.8,7.4,0,0.00018243879,0
1763,0,93,1,1,3.11,1,166.9,101,83.1,13.66,11.5,0,0.01504542,7
1764,1,77,1,0,0.0,0,245.2,87,64.0,12.71,7.5,1,0.95310676,9
1765,1,111,1,0,0.0,4,132.6,125,42.0,11.06,12.7,1,0.9853918,9
1766,0,125,1,0,0.0,2,182.3,64,43.0,6.99,11.6,0,0.01055885,6
1767,0,115,1,1,2.84,2,192.3,86,69.4,4.44,10.5,0,0.0005520036,1
1768,1,115,0,0,0.0,2,122.0,110,40.0,11.01,10.8,1,0.8789485,8
1769,0,114,1,0,0.0,2,193.0,101,55.0,12.5,9.6,0,0.047837973,8
1770,0,106,1,0,0.0,0,158.6,112,46.0,11.0,9.1,0,0.0013748804,2
1771,0,118,1,1,3.43,2,91.5,125,69.3,11.0,12.7,0,0.0017499428,3
1772,0,59,1,0,0.19,1,153.6,92,45.9,10.28,12.5,0,0.0004018655,0
1773,0,87,0,1,3.11,1,221.6,79,83.1,7.86,11.5,0,0.0041588065,5
1774,0,21,1,0,0.3,1,244.7,81,59.0,8.4,6.6,0,0.00050070515,1
1775,0,142,1,1,2.57,0,239.8,103,91.7,14.3,9.5,0,0.030113682,7
1776,0,62,1,0,0.0,0,172.4,132,49.0,11.53,11.0,0,0.006448057,6
1777,1,149,1,0,0.0,3,242.5,83,63.0,12.27,10.0,1,0.91135496,8
1778,0,54,1,1,3.05,2,117.6,82,64.5,7.96,11.3,0,0.00079677056,1
1779,0,112,1,0,0.0,1,174.5,127,52.0,12.97,11.3,0,0.0023593835,4
1780,0,68,1,0,0.0,1,157.3,83,46.0,11.05,12.0,0,0.0018676762,3
1781,0,201,1,1,4.08,1,192.0,97,93.8,11.96,15.1,0,0.00084592507,2
1782,0,88,1,0,0.0,1,218.2,76,52.0,8.47,8.0,0,0.0046357363,5
1783,0,85,1,1,2.94,1,144.6,97,66.4,7.0,10.9,0,0.00043839333,1
1784,1,51,0,0,0.0,0,153.6,108,46.0,11.65,14.1,1,0.9560013,9
1785,0,45,1,1,2.13,2,135.8,104,63.3,11.13,7.9,0,0.0014761194,3
1786,0,116,1,0,0.0,0,160.7,69,40.0,7.34,8.2,0,0.00066670263,1
1787,0,146,1,1,2.11,1,202.5,91,76.1,12.07,7.8,0,0.0006465042,1
1788,0,63,1,1,3.32,1,152.2,119,79.2,11.36,12.3,0,0.0014023354,2
1789,0,133,1,0,0.0,0,227.4,90,45.0,3.66,4.7,0,0.02084566,7
1790,0,125,1,0,0.0,2,191.6,115,51.0,10.28,9.2,0,0.00084994663,2
1791,0,72,1,0,0.0,1,138.9,111,42.0,10.58,10.8,0,0.00059884996,1
1792,0,130,1,0,0.18,0,127.0,102,41.8,10.35,6.1,0,0.0027747431,4
1793,0,97,1,0,0.0,1,168.6,87,51.0,12.96,7.3,0,0.0040289136,5
1794,1,54,1,0,0.0,1,286.6,73,68.0,11.16,11.5,1,0.9842188,9
1795,0,160,1,1,4.1,1,164.6,121,92.0,13.14,15.2,0,0.017043903,7
1796,0,79,1,0,0.24,1,144.0,90,39.4,6.79,13.0,0,0.00014896854,0
1797,0,92,1,1,2.75,0,141.6,95,69.5,10.4,10.2,0,0.00058159564,1
1798,0,59,1,0,0.0,1,204.3,65,56.0,12.37,12.0,0,0.00085910887,2
1799,0,132,1,0,0.32,1,163.2,80,45.2,8.38,6.2,0,0.00084178365,2
1800,0,21,1,0,0.0,0,225.0,110,60.0,12.21,10.7,0,0.015920617,7
1801,0,93,1,0,0.23,2,176.1,103,49.3,9.99,8.5,0,0.0011175947,2
1802,0,147,1,1,3.73,5,254.2,78,100.3,11.41,13.8,0,0.059773643,8
1803,0,101,1,0,0.0,1,174.9,105,52.0,13.1,8.5,0,0.012715595,6
1804,1,125,0,0,0.0,0,187.3,118,46.0,8.04,9.6,1,0.8646367,8
1805,0,63,1,0,0.27,3,211.8,84,58.7,11.55,10.7,0,0.0024743925,4
1806,0,107,1,0,0.0,0,241.9,102,52.0,6.35,11.7,0,0.0018616944,3
1807,0,110,1,0,0.0,3,196.1,103,51.0,9.99,12.9,0,0.0002065727,0
1808,0,83,1,0,0.0,3,231.3,100,58.0,10.52,12.4,0,0.003487046,4
1809,0,117,1,0,0.42,1,161.6,104,49.2,9.82,13.8,0,0.00061065867,1
1810,0,124,1,0,0.0,0,194.0,103,54.0,12.05,11.9,0,0.0015363086,3
1811,0,115,1,0,0.0,3,109.7,148,38.0,11.19,15.4,0,0.04425688,8
1812,0,156,0,0,0.2,1,277.0,119,70.0,11.92,8.3,0,0.09084981,8
1813,0,89,1,0,0.15,0,192.1,83,48.5,8.18,6.1,0,0.00044778705,1
1814,0,72,1,0,0.0,0,198.4,147,53.0,10.85,13.1,0,0.0067221103,6
1815,0,101,1,1,2.57,0,209.2,82,75.7,7.99,9.5,0,0.00044232555,1
1816,0,53,1,0,0.0,2,184.8,98,50.0,10.82,18.4,0,0.0016633975,3
1817,0,116,1,0,0.0,2,167.8,119,41.0,7.1,7.3,0,0.0002628992,0
1818,0,78,1,0,0.0,3,139.2,140,40.0,9.57,11.8,0,0.0017076535,3
1819,0,117,1,1,1.19,0,221.3,82,63.9,8.38,4.4,0,0.0058178934,5
1820,0,56,1,0,0.0,1,121.6,84,35.0,8.27,8.9,0,0.0005439024,1
1821,0,123,1,1,4.16,1,270.4,99,108.6,12.26,15.4,0,0.01889915,7
1822,0,127,1,0,0.0,2,139.6,94,45.0,12.05,8.8,0,0.00834036,6
1823,0,116,1,1,3.19,2,253.0,78,86.9,6.95,11.8,0,0.0010752277,2
1824,0,138,1,1,4.05,1,183.9,83,92.5,12.04,15.0,0,0.007942171,6
1825,0,120,1,0,0.0,3,203.3,108,57.0,13.0,7.8,0,0.01612293,7
1826,0,102,1,0,0.0,3,200.6,106,48.0,7.63,7.7,0,0.001056245,2
1827,0,95,1,0,0.0,2,167.6,96,44.0,8.8,13.4,0,0.0022614186,3
1828,0,102,1,0,0.0,2,156.5,67,44.0,10.22,9.9,0,0.0047859508,5
1829,0,89,1,1,2.86,1,215.1,140,82.6,9.87,10.6,0,0.00127245,2
1830,0,50,1,0,0.21,1,301.7,82,68.1,8.36,10.5,0,0.20320396,8
1831,0,93,1,1,3.05,7,152.3,90,79.5,13.38,11.3,0,0.14212076,8
1832,0,68,1,0,0.0,1,195.4,116,52.0,10.61,15.1,0,0.0007922367,1
1833,0,70,1,0,0.0,2,208.7,97,59.0,13.78,8.0,0,0.0659174,8
1834,0,138,1,1,3.83,0,190.1,87,90.3,11.16,14.2,0,0.007585202,6
1835,0,141,1,1,2.16,4,185.4,87,68.6,8.93,8.0,0,0.034325086,7
1836,0,112,1,1,2.62,0,183.2,95,79.2,12.64,9.7,0,0.0061250273,5
1837,1,117,0,0,0.0,1,54.2,100,35.0,15.16,8.6,1,0.962693,9
1838,0,1,1,1,2.19,1,208.0,115,73.9,9.25,8.1,0,0.0031962304,4
1839,0,70,1,0,0.0,1,230.3,110,46.0,3.9,13.2,0,0.00086755934,2
1840,0,87,1,1,1.92,2,240.8,102,67.2,3.8,7.1,0,0.012735005,6
1841,0,52,1,1,1.43,2,195.7,119,57.3,5.31,5.3,0,0.0011024353,2
1842,1,97,1,0,0.4,0,276.1,82,69.0,10.06,8.9,1,0.86411333,8
1843,0,105,1,0,0.0,2,166.1,93,44.0,8.8,16.2,0,0.034579545,7
1844,1,77,1,1,3.11,4,135.9,117,75.1,12.23,11.5,1,0.96636283,9
1845,1,80,0,0,0.0,2,189.1,122,52.0,11.16,13.9,1,0.9872497,9
1846,0,120,1,1,3.11,1,177.9,117,77.1,8.76,11.5,0,0.00046037327,1
1847,0,54,1,1,3.38,2,143.9,73,76.8,10.52,12.5,0,0.004347545,5
1848,0,148,0,0,0.0,2,148.2,138,39.0,7.98,8.6,0,0.020664455,7
1849,1,119,1,0,0.0,2,287.1,115,63.0,7.97,13.9,0,0.14211522,8
1850,1,162,1,1,2.51,1,179.7,144,75.1,10.91,9.3,0,0.001042388,2
1851,1,85,1,0,0.0,5,165.8,96,45.0,9.5,10.9,1,0.9822547,9
1852,0,101,1,1,3.92,1,144.1,144,78.2,8.38,14.5,0,0.00032113696,0
1853,0,172,1,0,0.0,0,172.5,85,51.0,12.66,5.9,0,0.014203038,7
1854,0,80,1,0,0.0,1,199.8,138,49.0,8.36,5.5,0,0.0021623415,3
1855,0,67,1,0,0.0,2,109.1,134,31.0,7.12,10.9,0,0.0020548122,3
1856,0,86,1,0,0.0,1,171.8,106,55.0,15.09,9.7,0,0.0114014875,6
1857,1,107,1,0,0.0,1,222.3,101,63.0,14.3,12.1,1,0.5621566,8
1858,0,133,1,0,0.0,0,245.8,102,65.0,13.24,11.2,0,0.15076295,8
1859,0,116,1,0,0.0,0,164.6,110,51.0,13.53,8.0,0,0.005046113,5
1860,0,63,1,0,0.36,0,211.7,107,63.6,13.59,7.4,0,0.055646457,8
1861,1,119,0,1,2.08,0,147.2,103,59.8,8.01,7.7,1,0.9456252,9
1862,1,133,0,0,0.0,0,254.7,103,65.0,12.61,8.0,1,0.9408149,9
1863,0,94,0,0,0.0,1,170.1,113,53.0,13.59,8.7,0,0.0052192765,5
1864,0,69,1,0,0.41,0,195.1,91,60.1,13.08,11.4,0,0.0044320584,5
1865,1,146,1,0,0.0,7,149.3,83,42.0,9.36,7.9,1,0.9907733,9
1866,1,119,1,0,0.0,2,81.9,75,36.0,12.69,8.9,1,0.75102717,8
1867,0,142,0,1,2.65,0,191.1,109,72.5,7.48,9.8,0,0.012257626,6
1868,0,123,1,0,0.0,3,206.9,115,55.0,11.22,8.3,0,0.005040117,5
1869,1,101,1,0,0.0,1,239.0,156,64.0,13.65,13.5,1,0.93497765,9
1870,0,43,1,0,0.35,0,179.3,97,55.5,12.64,8.0,0,0.004704756,5
1871,0,69,1,0,0.0,0,185.3,91,51.0,10.96,5.5,0,0.0020390227,3
1872,0,15,0,0,0.0,2,141.4,80,35.0,6.2,8.1,0,0.011363701,6
1873,0,107,1,1,3.24,1,248.6,91,85.4,5.97,12.0,0,0.00021185668,0
1874,0,67,1,0,0.0,2,152.5,131,48.0,12.62,4.9,0,0.0030449168,4
1875,0,99,1,0,0.28,1,145.6,102,47.8,11.55,11.4,0,0.00045532308,1
1876,0,46,1,0,0.0,1,164.2,116,45.0,9.81,8.1,0,0.00026902606,0
1877,0,55,0,0,0.0,1,221.0,115,52.0,8.27,9.7,0,0.00076756487,1
1878,1,39,1,0,0.0,1,295.4,126,70.0,11.61,11.5,1,0.9959019,9
1879,0,92,1,0,0.0,2,139.8,98,39.0,8.75,9.4,0,0.0023488689,4
1880,1,56,1,0,0.16,4,162.3,99,42.6,7.46,14.8,1,0.9611364,9
1881,1,76,1,0,0.0,0,272.7,97,67.0,11.82,7.7,1,0.99693006,9
1882,0,132,0,1,3.48,2,200.3,75,88.8,11.33,12.9,0,0.006615164,6
1883,0,140,1,1,3.0,1,157.1,77,72.0,8.62,11.1,0,0.001965173,3
1884,0,51,0,1,3.32,2,135.8,60,74.2,10.03,12.3,0,0.055052746,8
1885,0,27,1,0,0.16,1,236.7,110,61.6,11.6,12.7,0,0.013394645,6
1886,0,224,1,0,0.21,3,111.4,133,36.1,8.75,5.5,0,0.023769017,7
1887,1,105,0,1,3.97,0,156.1,89,75.7,5.36,14.7,1,0.97024566,9
1888,0,117,1,0,0.0,2,191.1,93,57.0,14.14,12.0,0,0.013359101,6
1889,1,91,1,0,0.0,1,153.0,123,38.0,7.06,10.3,1,0.82893455,8
1890,0,135,1,0,0.0,4,218.8,123,58.0,12.14,10.3,0,0.008423178,6
1891,0,146,1,0,0.0,3,205.4,101,47.0,6.75,10.3,0,0.047281828,8
1892,1,147,0,0,0.0,0,225.2,111,54.0,9.25,9.9,0,0.00987957,6
1893,1,68,1,0,0.0,2,249.9,127,65.0,12.73,8.9,1,0.9758068,9
1894,0,68,1,0,0.41,3,131.6,89,39.1,6.85,10.2,0,0.008524576,6
1895,0,86,1,1,2.73,0,197.9,99,75.3,8.28,10.1,0,0.001129174,2
1896,0,131,1,0,0.0,1,166.5,129,47.0,10.51,9.9,0,0.01579289,7
1897,0,86,1,1,3.48,1,225.4,79,89.8,9.36,12.9,0,0.0013274848,2
1898,1,159,1,0,0.0,2,275.8,103,63.0,9.48,7.4,1,0.96507496,9
1899,0,134,1,1,2.92,1,142.9,105,61.2,4.43,10.8,0,0.0006625557,1
1900,0,113,1,0,0.0,1,207.2,113,57.0,12.8,9.9,0,0.009471137,6
1901,0,132,1,0,0.0,1,206.2,100,53.0,10.56,10.2,0,0.022747148,7
1902,0,85,1,0,0.0,1,210.3,66,53.0,9.79,11.2,0,0.0006716682,1
1903,1,93,0,1,3.78,1,225.7,117,86.8,5.98,14.0,1,0.9779921,9
1904,1,174,1,1,3.92,4,167.8,91,85.2,10.27,14.5,1,0.9729523,9
1905,0,61,1,0,0.0,2,197.7,118,47.0,7.61,7.0,0,0.0009746017,2
1906,0,91,1,1,2.94,1,169.8,105,64.4,3.26,10.9,0,0.00067081704,1
1907,0,88,1,1,2.65,2,190.6,104,79.5,11.87,9.8,0,0.00023790597,0
1908,0,88,1,1,3.46,2,80.3,140,61.6,7.67,12.8,0,0.0005881554,1
1909,0,195,1,1,3.27,0,231.7,110,91.7,11.26,12.1,0,0.00018002199,0
1910,0,182,1,0,0.0,0,69.1,114,32.0,11.52,6.5,0,0.0015199324,3
1911,0,118,1,0,0.0,4,188.8,60,51.0,10.87,8.2,0,0.04152701,8
1912,1,103,1,0,0.0,8,150.6,125,40.0,8.46,10.4,1,0.99854916,9
1913,0,65,1,0,0.28,2,192.0,89,47.8,6.98,5.5,0,0.0015731317,3
1914,0,61,1,1,2.67,3,163.7,78,64.7,5.66,9.9,0,0.028257206,7
1915,0,172,1,0,0.0,1,211.7,100,53.0,9.94,6.5,0,0.002057687,3
1916,0,72,1,0,0.0,1,175.5,103,42.0,6.62,11.8,0,0.00012298004,0
1917,0,113,1,0,0.0,2,150.1,120,43.0,10.01,11.0,0,0.0011096299,2
1918,0,177,1,0,0.0,1,189.5,99,48.0,8.82,14.2,0,0.011065866,6
1919,1,100,1,0,0.0,6,70.8,94,31.0,10.78,9.5,1,0.99297756,9
1920,0,67,1,0,0.35,1,215.5,102,56.5,9.54,8.6,0,0.0013553578,2
1921,0,136,1,0,0.0,3,101.7,105,35.0,10.14,9.4,0,0.0045288038,5
1922,0,71,1,0,0.23,4,258.4,132,57.3,6.34,9.7,1,0.6595726,8
1923,0,134,1,0,0.0,1,242.4,126,55.0,7.65,11.8,0,0.0033128334,4
1924,0,124,1,0,0.0,1,131.8,82,47.0,14.22,11.3,0,0.011815687,6
1925,0,84,1,0,0.26,2,190.2,102,52.6,9.89,9.8,0,0.0009410707,2
1926,0,39,1,0,0.0,2,154.1,104,44.0,10.21,9.8,0,0.0006317186,1
1927,0,110,1,0,0.0,3,188.0,127,40.0,4.53,15.3,0,0.0038857812,5
1928,0,102,1,0,0.0,1,103.1,70,41.0,13.75,11.2,0,0.0029640335,4
1929,0,70,1,0,0.0,0,175.4,130,44.0,7.98,11.6,0,0.006821412,6
1930,0,142,1,0,0.0,1,145.4,93,43.0,10.46,10.9,0,0.0059447563,5
1931,0,81,0,0,0.0,1,250.6,85,59.0,9.4,7.8,0,0.033774853,7
1932,0,17,1,0,0.0,1,161.5,123,46.0,10.71,8.6,0,0.0005632433,1
1933,1,119,1,0,0.0,1,260.1,101,67.0,12.83,10.0,1,0.97279274,9
1934,1,105,1,0,0.0,0,281.3,124,74.0,15.08,8.7,1,0.9988053,9
1935,1,108,0,1,3.67,3,130.1,90,73.7,8.35,13.6,1,0.9877544,9
1936,0,90,1,0,0.0,2,102.0,118,27.0,5.67,11.4,0,0.00035309055,0
1937,0,100,1,1,3.27,1,218.7,104,83.7,7.75,12.1,0,0.00016579925,0
1938,0,155,1,1,1.84,1,128.5,86,56.4,9.42,6.8,0,0.00045773986,1
1939,1,113,1,0,0.0,2,128.7,100,42.0,11.36,9.2,1,0.72931147,8
1940,0,123,1,0,0.36,1,172.2,92,47.6,8.13,8.7,0,0.0013862018,2
1941,0,145,1,0,0.0,1,199.2,124,45.0,6.3,7.6,0,0.0019132212,3
1942,0,42,1,0,0.0,2,184.5,98,49.0,10.03,8.8,0,0.0006598306,1
1943,0,125,1,0,0.0,0,168.6,99,44.0,8.78,10.9,0,0.016616832,7
1944,0,131,1,1,1.81,1,174.0,118,66.1,10.27,6.7,0,0.0046638097,5
1945,0,107,1,0,0.0,1,230.4,65,62.0,12.87,8.5,0,0.045858763,8
1946,0,48,1,0,0.0,1,198.2,73,51.0,10.14,5.1,0,0.0004068191,0
1947,0,76,1,0,0.0,0,186.1,96,50.0,10.58,8.0,0,0.033300273,7
1948,0,128,1,0,0.0,1,148.5,105,46.0,12.15,6.8,0,0.005334568,5
1949,0,73,1,0,0.0,0,157.1,109,50.0,13.44,10.0,0,0.023492027,7
1950,1,52,1,0,0.0,4,155.0,110,38.0,6.67,7.0,1,0.986337,9
1951,0,126,0,1,2.59,1,129.3,123,62.9,8.83,9.6,0,0.050224088,8
1952,0,124,1,0,0.0,1,188.5,77,48.0,9.1,6.1,0,0.00164861,3
1953,0,137,1,0,0.0,0,208.8,120,55.0,11.27,11.1,0,0.01497689,7
1954,1,71,1,0,0.0,0,238.0,82,65.0,13.93,11.8,1,0.9728052,9
1955,0,139,1,0,0.0,0,211.1,103,54.0,10.35,5.6,0,0.0053508743,5
1956,0,107,1,1,3.4,3,198.9,87,86.0,10.35,12.6,0,0.0071556303,6
1957,0,147,1,0,0.33,1,212.8,79,57.3,10.21,10.2,0,0.0028778363,4
1958,0,116,1,0,0.0,3,137.4,126,34.0,6.0,12.4,0,0.0056351232,5
1959,0,60,1,1,3.46,2,191.8,75,90.6,13.39,12.8,0,0.0057833465,5
1960,0,38,1,0,0.0,0,149.0,92,30.0,2.46,13.9,0,0.00015758391,0
1961,0,63,1,0,0.0,3,117.1,118,42.0,12.48,11.1,0,0.0011565335,2
1962,0,94,1,0,0.0,3,108.0,79,39.0,12.1,10.4,0,0.047187984,8
1963,0,131,1,0,0.0,0,112.8,133,37.0,9.97,10.1,0,0.009990006,6
1964,0,158,1,0,0.33,1,175.9,105,49.3,9.42,11.0,0,0.0043694875,5
1965,1,139,1,0,0.0,1,236.6,109,55.0,8.5,11.1,1,0.8328564,8
1966,0,77,1,0,0.0,1,169.4,102,45.0,9.25,2.0,0,0.0009278136,2
1967,0,140,1,0,0.28,3,129.6,79,45.8,12.31,9.4,0,0.0048138946,5
1968,0,72,1,0,0.0,1,177.1,97,46.0,9.24,8.0,0,0.009325264,6
1969,0,52,1,1,3.65,1,133.3,63,75.5,9.21,13.5,0,0.022362122,7
1970,0,103,1,0,0.24,5,167.8,121,49.4,10.65,13.0,0,0.007710095,6
1971,0,74,1,1,2.43,1,174.6,107,81.3,15.53,9.0,0,0.013874265,7
1972,0,124,1,0,0.0,2,150.3,101,48.0,12.8,12.5,0,0.00406459,5
1973,0,85,1,1,1.7,5,283.2,110,86.0,11.99,6.3,1,0.8208946,8
1974,1,113,1,1,2.35,5,157.8,83,64.5,8.08,8.7,1,0.97729856,9
1975,0,71,1,0,0.0,2,141.2,132,37.0,7.46,7.0,0,0.0016440151,3
